person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,monthly_interest_rate,emi,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status_num,monthly_income,dti,loan_status
28,female,Bachelor,76390,4,MORTGAGE,7312,MEDICAL,0.008016667,234.6353071,9.62,0.1,7,574,No,0,609.3333333,0.385068885,Rejected
24,male,Associate,28930,1,RENT,1600,EDUCATION,0.0064,49.9023249,7.68,0.06,2,695,Yes,0,133.3333333,0.374267437,Rejected
25,male,Master,99394,1,RENT,22000,EDUCATION,0.014591667,789.9553811,17.51,0.22,2,646,No,1,1833.333333,0.430884753,Approved
37,male,Associate,217803,16,MORTGAGE,20000,MEDICAL,0.01155,682.1934494,13.86,0.09,17,688,No,0,1666.666667,0.40931607,Rejected
26,female,Bachelor,44034,2,MORTGAGE,10000,PERSONAL,0.008233333,322.1087723,9.88,0.23,3,640,No,0,833.3333333,0.386530527,Rejected
24,male,Associate,37073,0,RENT,6000,EDUCATION,0.009941667,199.0853181,11.93,0.16,4,623,No,0,500.0,0.398170636,Rejected
29,female,High School,31031,6,OWN,10000,MEDICAL,0.011241667,339.3045075,13.49,0.32,5,514,Yes,0,833.3333333,0.407165409,Rejected
25,female,Bachelor,70451,2,RENT,13600,MEDICAL,0.008325,438.7698974,9.99,0.19,2,593,Yes,0,1133.333333,0.387149909,Rejected
24,female,High School,35161,0,RENT,1565,MEDICAL,0.006941667,49.28000968,8.33,0.04,4,670,Yes,0,130.4166667,0.377865889,Rejected
28,male,Associate,58193,9,RENT,8500,EDUCATION,0.006566667,265.8888112,7.88,0.15,10,655,Yes,0,708.3333333,0.375372439,Rejected
33,female,Master,60886,12,RENT,12000,VENTURE,0.005225,366.5330995,6.27,0.2,6,657,Yes,0,1000.0,0.3665331,Rejected
24,female,High School,162955,2,MORTGAGE,5225,VENTURE,0.006241667,162.5059942,7.49,0.03,3,580,No,0,435.4166667,0.373219508,Rejected
31,male,Bachelor,59433,11,RENT,12000,VENTURE,0.009175,392.9214355,11.01,0.2,10,678,Yes,0,1000.0,0.392921435,Rejected
23,female,High School,30021,0,RENT,1500,EDUCATION,0.008341667,48.40782351,10.01,0.05,3,660,Yes,0,125.0,0.387262588,Rejected
24,female,High School,53117,2,RENT,3000,PERSONAL,0.006666667,94.00909638,8.0,0.06,2,605,Yes,0,250.0,0.376036386,Rejected
33,male,Associate,46519,10,RENT,4900,EDUCATION,0.008566667,158.754146,10.28,0.11,6,624,No,1,408.3333333,0.388785664,Approved
28,female,High School,64864,3,MORTGAGE,10750,VENTURE,0.010175,358.1330167,12.21,0.17,5,680,Yes,0,895.8333333,0.399776391,Rejected
35,female,Bachelor,58459,13,RENT,8250,MEDICAL,0.006258333,256.6641912,7.51,0.14,6,536,No,0,687.5,0.373329733,Rejected
22,male,High School,28467,0,RENT,7750,EDUCATION,0.009175,253.7617604,11.01,0.27,4,582,No,1,645.8333333,0.392921435,Approved
25,male,Associate,180720,2,MORTGAGE,25000,EDUCATION,0.008716667,812.0896386,10.46,0.14,3,570,Yes,0,2083.333333,0.389803027,Rejected
26,female,Doctorate,64279,3,MORTGAGE,6000,EDUCATION,0.005516667,184.2219101,6.62,0.09,3,680,Yes,0,500.0,0.36844382,Rejected
22,male,Master,58737,0,RENT,10000,DEBTCONSOLIDATION,0.014991667,361.4737924,17.99,0.17,4,682,No,1,833.3333333,0.433768551,Approved
24,female,Associate,18691,1,RENT,4800,PERSONAL,0.014125,171.0136718,16.95,0.26,3,589,No,1,400.0,0.42753418,Approved
33,female,Associate,125642,9,MORTGAGE,16000,EDUCATION,0.009175,523.8952473,11.01,0.13,9,681,Yes,0,1333.333333,0.392921435,Rejected
28,female,Master,52730,8,RENT,6000,MEDICAL,0.008658333,194.7035987,10.39,0.11,5,620,No,0,500.0,0.389407197,Rejected
26,male,Bachelor,15393,2,RENT,1000,MEDICAL,0.0121,34.43073223,14.52,0.06,7,553,No,1,83.33333333,0.413168787,Approved
29,female,Bachelor,91062,10,MORTGAGE,8000,PERSONAL,0.009991667,265.6762705,11.99,0.09,8,666,Yes,0,666.6666667,0.398514406,Rejected
22,female,Bachelor,61422,0,RENT,16750,MEDICAL,0.010925,565.2615678,13.11,0.27,4,616,No,1,1395.833333,0.404963511,Approved
25,female,Associate,47763,6,RENT,16000,VENTURE,0.01365,565.5188449,16.38,0.33,3,629,No,1,1333.333333,0.424139134,Approved
32,male,Associate,76573,8,MORTGAGE,7066,VENTURE,0.013975,251.1140894,16.77,0.09,8,601,Yes,0,588.8333333,0.426460384,Rejected
24,female,Associate,75402,5,RENT,1600,MEDICAL,0.011541667,54.56771423,13.85,0.02,4,644,Yes,0,133.3333333,0.409257857,Rejected
25,male,Associate,91717,4,MORTGAGE,15000,MEDICAL,0.010566667,503.1004013,12.68,0.16,2,543,Yes,0,1250.0,0.402480321,Rejected
26,male,Master,37226,5,RENT,2000,EDUCATION,0.009758333,66.15194087,11.71,0.05,2,716,No,1,166.6666667,0.396911645,Approved
42,male,High School,49130,23,RENT,2800,VENTURE,0.009175,91.68166827,11.01,0.06,12,632,Yes,0,233.3333333,0.392921435,Rejected
21,male,High School,61182,0,RENT,7000,MEDICAL,0.012725,243.5838622,15.27,0.11,4,617,Yes,0,583.3333333,0.417572335,Rejected
29,female,Master,68621,8,RENT,3150,MEDICAL,0.013016667,110.1546004,15.62,0.05,10,664,No,1,262.5,0.419636573,Approved
26,male,Bachelor,75656,7,RENT,19000,MEDICAL,0.006241667,590.9308878,7.49,0.25,2,621,No,1,1583.333333,0.373219508,Approved
27,female,High School,38469,5,MORTGAGE,7500,HOMEIMPROVEMENT,0.00645,234.1242068,7.74,0.19,8,627,No,0,625.0,0.374598731,Rejected
28,male,Associate,43636,5,MORTGAGE,9000,EDUCATION,0.008116667,289.3073082,9.74,0.21,6,637,No,0,750.0,0.385743078,Rejected
24,male,Associate,59756,2,RENT,7000,EDUCATION,0.006241667,217.7113797,7.49,0.12,3,568,No,1,583.3333333,0.373219508,Approved
35,female,Associate,101613,12,MORTGAGE,15200,DEBTCONSOLIDATION,0.012725,528.924958,15.27,0.15,7,620,No,1,1266.666667,0.417572335,Approved
26,male,Bachelor,112114,5,RENT,10000,VENTURE,0.011025,338.0484106,13.23,0.09,2,705,No,0,833.3333333,0.405658093,Rejected
28,female,Associate,90739,4,MORTGAGE,16000,HOMEIMPROVEMENT,0.005141667,487.9843874,6.17,0.18,6,548,Yes,0,1333.333333,0.365988291,Rejected
22,male,High School,61435,3,RENT,12000,EDUCATION,0.010608333,402.7686038,12.73,0.2,4,609,Yes,0,1000.0,0.402768604,Rejected
24,male,Bachelor,66902,1,RENT,20000,DEBTCONSOLIDATION,0.009933333,663.5222639,11.92,0.3,3,633,No,1,1666.666667,0.398113358,Approved
30,male,High School,83749,10,RENT,3600,MEDICAL,0.011658333,123.021983,13.99,0.04,10,633,Yes,0,300.0,0.410073277,Rejected
28,female,High School,82573,4,RENT,14800,EDUCATION,0.008325,477.4848883,9.99,0.18,9,660,Yes,0,1233.333333,0.387149909,Rejected
23,female,Bachelor,130922,0,RENT,10000,DEBTCONSOLIDATION,0.009175,327.4345295,11.01,0.08,3,624,No,1,833.3333333,0.392921435,Approved
24,male,High School,65885,3,RENT,6000,HOMEIMPROVEMENT,0.009158333,196.4038901,10.99,0.09,2,576,No,1,500.0,0.39280778,Approved
27,male,Associate,80462,3,RENT,10063,EDUCATION,0.012575,349.2808744,15.09,0.13,5,663,No,1,838.5833333,0.416513017,Approved
27,male,Bachelor,37942,1,MORTGAGE,5444,EDUCATION,0.008058333,174.8203197,9.67,0.14,7,675,No,0,453.6666667,0.385349713,Rejected
27,male,High School,59385,2,RENT,2711,EDUCATION,0.006091667,84.0925934,7.31,0.05,5,570,Yes,0,225.9166667,0.372228374,Rejected
45,female,High School,41000,21,RENT,11300,VENTURE,0.010141667,376.2398695,12.17,0.28,11,650,No,1,941.6666667,0.399546764,Approved
37,female,Doctorate,29760,16,RENT,10000,DEBTCONSOLIDATION,0.008133333,321.5462597,9.76,0.34,13,656,No,1,833.3333333,0.385855512,Approved
32,male,Bachelor,56437,10,RENT,3000,DEBTCONSOLIDATION,0.013575,105.9011232,16.29,0.05,6,639,No,1,250.0,0.423604493,Approved
32,male,Bachelor,41706,11,RENT,7500,EDUCATION,0.008341667,242.0391176,10.01,0.18,5,673,No,1,625.0,0.387262588,Approved
27,female,High School,53826,5,RENT,10000,VENTURE,0.012725,347.9769461,15.27,0.19,7,628,No,1,833.3333333,0.417572335,Approved
23,female,High School,35124,0,MORTGAGE,10000,EDUCATION,0.008958333,326.2045325,10.75,0.28,2,664,Yes,0,833.3333333,0.391445439,Rejected
25,male,Bachelor,29036,4,RENT,6000,VENTURE,0.006666667,188.0181928,8.0,0.21,4,651,No,0,500.0,0.376036386,Rejected
25,female,Bachelor,89072,0,RENT,7200,PERSONAL,0.012466667,249.4493535,14.96,0.08,3,611,No,1,600.0,0.415748922,Approved
31,male,Master,37740,8,MORTGAGE,5000,HOMEIMPROVEMENT,0.006933333,157.4209878,8.32,0.13,9,722,No,0,416.6666667,0.377810371,Rejected
24,female,Master,40502,4,RENT,6000,DEBTCONSOLIDATION,0.013016667,209.8182866,15.62,0.15,2,688,No,1,500.0,0.419636573,Approved
22,male,Associate,79081,0,RENT,16000,DEBTCONSOLIDATION,0.011225,542.7324607,13.47,0.2,3,509,Yes,0,1333.333333,0.407049346,Rejected
31,male,Bachelor,48414,9,MORTGAGE,5000,VENTURE,0.005708333,154.0428037,6.85,0.1,9,667,Yes,0,416.6666667,0.369702729,Rejected
25,female,Bachelor,41879,3,MORTGAGE,7000,EDUCATION,0.0094,230.1003187,11.28,0.17,2,657,Yes,0,583.3333333,0.394457689,Rejected
26,male,Associate,36835,4,RENT,4000,PERSONAL,0.009858333,132.532692,11.83,0.11,4,644,No,1,333.3333333,0.397598076,Approved
26,male,Bachelor,150897,0,MORTGAGE,20000,DEBTCONSOLIDATION,0.009716667,661.0430653,11.66,0.13,5,660,Yes,0,1666.666667,0.396625839,Rejected
24,male,High School,25140,0,RENT,3000,VENTURE,0.00745,95.31544575,8.94,0.12,3,656,Yes,0,250.0,0.381261783,Rejected
33,female,Master,33808,11,RENT,6000,DEBTCONSOLIDATION,0.011241667,203.5827045,13.49,0.18,8,603,No,1,500.0,0.407165409,Approved
25,female,Bachelor,41115,2,RENT,15000,EDUCATION,0.009275,492.0047204,11.13,0.36,4,656,No,1,1250.0,0.393603776,Approved
38,male,High School,76978,11,OWN,2400,EDUCATION,0.009466667,78.98271153,11.36,0.03,12,629,No,0,200.0,0.394913558,Rejected
27,female,Associate,39712,5,MORTGAGE,7500,MEDICAL,0.009658333,247.6411969,11.59,0.19,9,628,No,1,625.0,0.396225915,Approved
26,male,Associate,46166,2,RENT,6400,PERSONAL,0.008233333,206.1496143,9.88,0.14,2,618,No,0,533.3333333,0.386530527,Rejected
44,female,Associate,89271,26,OWN,20000,VENTURE,0.01015,666.006939,12.18,0.22,17,738,No,0,1666.666667,0.399604163,Rejected
27,female,Associate,32373,3,RENT,2500,VENTURE,0.011025,84.51210264,13.23,0.08,10,553,Yes,0,208.3333333,0.405658093,Rejected
26,male,Master,72791,3,RENT,24000,VENTURE,0.006583333,750.9660956,7.9,0.33,2,639,No,1,2000.0,0.375483048,Approved
39,male,High School,88329,18,MORTGAGE,10000,VENTURE,0.006258333,311.1081106,7.51,0.11,14,643,Yes,0,833.3333333,0.373329733,Rejected
23,male,Associate,37004,1,RENT,5000,HOMEIMPROVEMENT,0.010825,168.4456779,12.99,0.14,2,660,No,1,416.6666667,0.404269627,Approved
38,female,Master,127055,20,MORTGAGE,12350,VENTURE,0.005516667,379.1900982,6.62,0.1,11,703,No,0,1029.166667,0.36844382,Rejected
22,female,High School,70461,2,RENT,11200,DEBTCONSOLIDATION,0.010966667,378.2359798,13.16,0.16,3,661,No,1,933.3333333,0.405252836,Approved
22,male,High School,51337,3,RENT,11000,PERSONAL,0.009758333,363.8356748,11.71,0.21,2,651,No,0,916.6666667,0.396911645,Rejected
24,female,Bachelor,35421,0,RENT,11269,MEDICAL,0.008725,366.1106462,10.47,0.32,4,679,No,1,939.0833333,0.389859593,Approved
25,male,Master,37206,1,RENT,5000,EDUCATION,0.0066,156.497365,7.92,0.13,4,712,Yes,0,416.6666667,0.375593676,Rejected
22,female,Bachelor,91324,0,RENT,10600,EDUCATION,0.009158333,346.9802059,10.99,0.12,3,627,No,0,883.3333333,0.39280778,Rejected
28,male,Master,46382,5,RENT,9000,DEBTCONSOLIDATION,0.0083,290.2356961,9.96,0.19,9,675,No,0,750.0,0.386980928,Rejected
32,male,Associate,53875,8,RENT,5000,MEDICAL,0.015066667,180.9627006,18.08,0.09,5,719,No,1,416.6666667,0.434310482,Approved
33,female,Bachelor,41557,10,RENT,10000,DEBTCONSOLIDATION,0.01185,342.84579,14.22,0.24,9,651,Yes,0,833.3333333,0.411414948,Rejected
26,male,Master,101786,4,MORTGAGE,2150,HOMEIMPROVEMENT,0.011225,72.9296744,13.47,0.02,2,610,Yes,0,179.1666667,0.407049346,Rejected
25,female,Associate,112616,4,MORTGAGE,12000,VENTURE,0.005516667,368.4438201,6.62,0.11,2,633,Yes,0,1000.0,0.36844382,Rejected
23,female,Associate,46136,0,RENT,7000,DEBTCONSOLIDATION,0.007758333,223.6094488,9.31,0.15,3,696,No,1,583.3333333,0.383330484,Approved
23,male,Associate,33472,0,MORTGAGE,1000,HOMEIMPROVEMENT,0.013325,35.15209621,15.99,0.03,3,638,No,1,83.33333333,0.421825155,Approved
28,female,Bachelor,25669,2,RENT,10283,DEBTCONSOLIDATION,0.007983333,329.7795037,9.58,0.4,8,667,No,1,856.9166667,0.38484431,Approved
31,male,Associate,88814,6,RENT,20000,PERSONAL,0.012166667,689.3953489,14.6,0.23,5,652,No,1,1666.666667,0.413637209,Approved
24,male,Master,22540,0,RENT,3000,PERSONAL,0.012725,104.3930838,15.27,0.13,2,698,No,1,250.0,0.417572335,Approved
27,female,High School,136165,3,MORTGAGE,10400,HOMEIMPROVEMENT,0.013016667,363.68503,15.62,0.08,6,574,Yes,0,866.6666667,0.419636573,Rejected
30,male,High School,58515,5,RENT,6740,PERSONAL,0.013016667,235.6958752,15.62,0.12,10,668,No,1,561.6666667,0.419636573,Approved
35,female,Bachelor,21872,15,OWN,4000,PERSONAL,0.013575,141.2014976,16.29,0.18,8,638,No,1,333.3333333,0.423604493,Approved
28,female,Bachelor,23614,8,RENT,9250,DEBTCONSOLIDATION,0.009575,304.984069,11.49,0.39,7,700,No,1,770.8333333,0.395655008,Approved
29,female,Bachelor,47936,4,RENT,10000,MEDICAL,0.011758333,342.3108006,14.11,0.21,7,567,No,1,833.3333333,0.410772961,Approved
27,female,Bachelor,95039,4,RENT,35000,DEBTCONSOLIDATION,0.014808333,1261.299232,17.77,0.37,7,589,No,1,2916.666667,0.432445451,Approved
22,female,Master,50499,4,MORTGAGE,11500,DEBTCONSOLIDATION,0.00965,379.661769,11.58,0.23,3,659,No,1,958.3333333,0.396168802,Approved
30,female,High School,37774,10,RENT,7000,HOMEIMPROVEMENT,0.009175,229.2041707,11.01,0.19,5,591,No,1,583.3333333,0.392921435,Approved
34,male,Doctorate,67057,14,MORTGAGE,7000,EDUCATION,0.011241667,237.5131552,13.49,0.1,7,743,No,0,583.3333333,0.407165409,Rejected
37,male,High School,107042,16,MORTGAGE,15000,HOMEIMPROVEMENT,0.00845,484.9943449,10.14,0.14,14,677,Yes,0,1250.0,0.387995476,Rejected
29,male,Bachelor,85041,9,MORTGAGE,10000,MEDICAL,0.005825,308.7252491,6.99,0.12,5,642,Yes,0,833.3333333,0.370470299,Rejected
28,female,High School,34439,2,RENT,10410,MEDICAL,0.008008333,333.9985466,9.61,0.3,6,635,No,1,867.5,0.385012734,Approved
36,male,Bachelor,71461,15,RENT,10000,EDUCATION,0.009833333,331.1886688,11.8,0.14,14,714,No,1,833.3333333,0.397426403,Approved
26,female,Bachelor,37077,3,RENT,4200,PERSONAL,0.008258333,135.3447867,9.91,0.11,4,691,Yes,0,350.0,0.386699391,Rejected
31,female,Master,54083,11,MORTGAGE,12000,EDUCATION,0.010441667,401.6162001,12.53,0.22,6,607,No,1,1000.0,0.4016162,Approved
23,male,Bachelor,48187,0,OWN,14000,EDUCATION,0.006075,434.1380704,7.29,0.29,3,460,Yes,0,1166.666667,0.372118346,Rejected
24,male,Bachelor,94476,1,RENT,5797,MEDICAL,0.009175,189.8137968,11.01,0.06,3,676,Yes,0,483.0833333,0.392921435,Rejected
26,male,Bachelor,36959,4,RENT,2432,HOMEIMPROVEMENT,0.012575,84.41330483,15.09,0.07,8,605,No,1,202.6666667,0.416513017,Approved
30,male,Master,79058,9,MORTGAGE,5250,DEBTCONSOLIDATION,0.008025,168.4922052,9.63,0.07,8,640,No,0,437.5,0.385125041,Rejected
25,female,High School,71453,1,RENT,5000,EDUCATION,0.013016667,174.8485721,15.62,0.07,3,582,No,1,416.6666667,0.419636573,Approved
21,male,Master,33984,0,RENT,7500,EDUCATION,0.005633333,230.756126,6.76,0.22,4,557,No,0,625.0,0.369209802,Rejected
23,male,Master,39428,0,RENT,12000,MEDICAL,0.004741667,363.3800876,5.69,0.3,2,662,No,1,1000.0,0.363380088,Approved
25,male,Associate,54602,2,MORTGAGE,6000,VENTURE,0.010825,202.1348135,12.99,0.11,4,551,No,1,500.0,0.404269627,Approved
22,male,Associate,22508,0,RENT,5000,HOMEIMPROVEMENT,0.008016667,160.4453686,9.62,0.22,4,680,No,1,416.6666667,0.385068885,Approved
26,female,Bachelor,83796,3,MORTGAGE,6200,HOMEIMPROVEMENT,0.013325,217.9429965,15.99,0.07,2,631,No,1,516.6666667,0.421825155,Approved
24,male,Associate,41704,0,RENT,9000,DEBTCONSOLIDATION,0.01305,314.9046451,15.66,0.22,4,668,No,1,750.0,0.41987286,Approved
22,male,Associate,26129,1,RENT,8450,EDUCATION,0.009758333,279.4919502,11.71,0.32,4,616,No,1,704.1666667,0.396911645,Approved
29,female,Bachelor,40740,7,MORTGAGE,5600,EDUCATION,0.009758333,185.2254344,11.71,0.14,6,693,No,1,466.6666667,0.396911645,Approved
30,female,Associate,59255,7,RENT,15000,MEDICAL,0.00915,490.9386999,10.98,0.25,9,576,No,1,1250.0,0.39275096,Approved
25,female,Associate,74921,2,RENT,7600,VENTURE,0.011025,256.916792,13.23,0.1,4,640,No,1,633.3333333,0.405658093,Approved
23,female,Bachelor,26869,0,RENT,5264,PERSONAL,0.010116667,175.1923223,12.14,0.2,3,676,No,1,438.6666667,0.399374595,Approved
22,male,Bachelor,38532,0,RENT,12000,EDUCATION,0.008658333,389.4071973,10.39,0.31,2,642,No,1,1000.0,0.389407197,Approved
31,male,Bachelor,73011,5,RENT,5000,MEDICAL,0.006941667,157.4441204,8.33,0.07,9,619,No,0,416.6666667,0.377865889,Rejected
22,female,Bachelor,87298,3,MORTGAGE,8000,EDUCATION,0.013708333,283.0368222,16.45,0.09,4,618,No,0,666.6666667,0.424555233,Rejected
24,female,High School,51398,1,RENT,6000,MEDICAL,0.008333333,193.6031232,10.0,0.12,4,600,No,0,500.0,0.387206246,Rejected
23,male,High School,59136,0,RENT,8000,DEBTCONSOLIDATION,0.007075,252.5032316,8.49,0.14,2,626,Yes,0,666.6666667,0.378754847,Rejected
25,male,High School,59997,2,MORTGAGE,5000,MEDICAL,0.008233333,161.0543861,9.88,0.08,2,614,No,1,416.6666667,0.386530527,Approved
28,female,Associate,96650,2,MORTGAGE,12000,DEBTCONSOLIDATION,0.005025,365.2263882,6.03,0.12,6,621,No,0,1000.0,0.365226388,Rejected
26,female,Associate,78013,3,RENT,10000,VENTURE,0.013666667,353.5483294,16.4,0.13,3,606,No,1,833.3333333,0.424257995,Approved
28,male,Associate,43894,4,MORTGAGE,9600,VENTURE,0.004516667,289.5343847,5.42,0.22,8,614,Yes,0,800.0,0.361917981,Rejected
34,male,Bachelor,132224,11,MORTGAGE,6000,EDUCATION,0.010191667,199.9456166,12.23,0.05,5,684,No,0,500.0,0.399891233,Rejected
32,male,Associate,46431,7,RENT,12000,PERSONAL,0.01035,400.9832051,12.42,0.26,8,627,No,1,1000.0,0.400983205,Approved
33,female,Associate,75765,10,MORTGAGE,3700,HOMEIMPROVEMENT,0.005325,113.2161527,6.39,0.05,6,687,No,0,308.3333333,0.367187522,Rejected
41,male,Associate,33032,18,MORTGAGE,6000,DEBTCONSOLIDATION,0.010175,199.8881953,12.21,0.18,16,507,No,1,500.0,0.399776391,Approved
24,female,Associate,29650,4,RENT,10000,DEBTCONSOLIDATION,0.00865,324.4588915,10.38,0.34,4,621,No,1,833.3333333,0.38935067,Approved
29,female,Bachelor,150931,4,RENT,10000,VENTURE,0.01005,332.4297428,12.06,0.07,9,663,No,0,833.3333333,0.398915691,Rejected
21,male,Bachelor,73312,0,OWN,16000,VENTURE,0.009175,523.8952473,11.01,0.22,2,704,Yes,0,1333.333333,0.392921435,Rejected
43,female,Associate,30903,16,RENT,8000,MEDICAL,0.009991667,265.6762705,11.99,0.26,17,603,No,1,666.6666667,0.398514406,Approved
24,male,Bachelor,9732,0,RENT,1000,MEDICAL,0.009175,32.74345295,11.01,0.1,2,684,No,0,83.33333333,0.392921435,Rejected
30,male,High School,100583,10,MORTGAGE,20000,DEBTCONSOLIDATION,0.009258333,655.8166735,11.11,0.2,6,661,No,0,1666.666667,0.393490004,Rejected
29,male,Master,46775,7,MORTGAGE,3942,HOMEIMPROVEMENT,0.007316667,124.9513116,8.78,0.08,4,617,Yes,0,328.5,0.380369289,Rejected
29,female,High School,18577,8,RENT,3600,EDUCATION,0.011341667,122.3586588,13.61,0.19,7,656,No,1,300.0,0.407862196,Approved
31,female,High School,61232,8,RENT,13000,VENTURE,0.009175,425.6648884,11.01,0.21,9,624,Yes,0,1083.333333,0.392921435,Rejected
24,male,Bachelor,67404,0,RENT,10000,HOMEIMPROVEMENT,0.004516667,301.5983174,5.42,0.15,2,708,Yes,0,833.3333333,0.361917981,Rejected
33,female,High School,108878,9,RENT,12000,DEBTCONSOLIDATION,0.005025,365.2263882,6.03,0.11,6,679,Yes,0,1000.0,0.365226388,Rejected
26,female,High School,97399,4,MORTGAGE,15000,EDUCATION,0.009883333,497.2122412,11.86,0.15,3,609,No,0,1250.0,0.397769793,Rejected
26,male,Bachelor,66884,1,RENT,20000,VENTURE,0.008625,648.6351945,10.35,0.3,4,673,No,1,1666.666667,0.389181117,Approved
22,female,Associate,68023,0,RENT,18250,EDUCATION,0.013916667,647.9407219,16.7,0.27,3,640,No,1,1520.833333,0.426043214,Approved
26,male,High School,87511,6,RENT,3000,HOMEIMPROVEMENT,0.006075,93.02958652,7.29,0.03,2,617,Yes,0,250.0,0.372118346,Rejected
26,male,Bachelor,61195,2,OWN,7500,PERSONAL,0.004991667,228.1305498,5.99,0.12,2,640,No,0,625.0,0.36500888,Rejected
22,male,High School,58364,0,RENT,18000,EDUCATION,0.009175,589.3821532,11.01,0.31,2,591,No,1,1500.0,0.392921435,Approved
24,female,Associate,88185,1,MORTGAGE,9325,HOMEIMPROVEMENT,0.010441667,312.0892555,12.53,0.11,2,580,No,1,777.0833333,0.4016162,Approved
39,male,Master,60791,19,MORTGAGE,12600,DEBTCONSOLIDATION,0.014075,448.5348797,16.89,0.21,15,729,No,1,1050.0,0.427176076,Approved
35,male,High School,104078,15,OWN,18000,MEDICAL,0.009175,589.3821532,11.01,0.17,6,650,Yes,0,1500.0,0.392921435,Rejected
27,female,Master,123655,6,MORTGAGE,7200,DEBTCONSOLIDATION,0.009383333,236.6062625,11.26,0.06,8,635,No,0,600.0,0.394343771,Rejected
23,male,Bachelor,16845,0,RENT,1559,MEDICAL,0.007075,49.20656726,8.49,0.09,4,586,Yes,0,129.9166667,0.378754847,Rejected
41,male,Associate,53032,17,RENT,15000,VENTURE,0.010608333,503.4607547,12.73,0.28,15,690,No,1,1250.0,0.402768604,Approved
27,female,Bachelor,43055,1,RENT,12000,PERSONAL,0.008258333,386.6993906,9.91,0.28,8,551,No,1,1000.0,0.386699391,Approved
26,male,Bachelor,108996,6,RENT,7200,DEBTCONSOLIDATION,0.008258333,232.0196344,9.91,0.07,2,562,Yes,0,600.0,0.386699391,Rejected
23,male,High School,65503,2,RENT,10000,PERSONAL,0.012833333,348.615305,15.4,0.15,4,607,No,1,833.3333333,0.418338366,Approved
26,female,Master,81463,5,OWN,5000,DEBTCONSOLIDATION,0.013708333,176.8980138,16.45,0.06,3,696,No,1,416.6666667,0.424555233,Approved
26,female,High School,20991,1,RENT,1052,VENTURE,0.011141667,35.63381024,13.37,0.05,7,632,Yes,0,87.66666667,0.406469318,Rejected
28,male,Associate,78979,5,MORTGAGE,4500,MEDICAL,0.0133,158.1177966,15.96,0.06,9,634,No,0,375.0,0.421647458,Rejected
31,female,Bachelor,71782,8,MORTGAGE,17719,MEDICAL,0.012808333,617.4503276,15.37,0.25,8,609,No,1,1476.583333,0.418161518,Approved
21,male,Associate,43051,0,MORTGAGE,1500,EDUCATION,0.008025,48.14063007,9.63,0.03,2,681,No,0,125.0,0.385125041,Rejected
26,female,Bachelor,101908,1,RENT,15000,DEBTCONSOLIDATION,0.013333333,527.3554955,16.0,0.15,2,591,No,1,1250.0,0.421884396,Approved
22,male,Bachelor,44277,3,RENT,4000,EDUCATION,0.004516667,120.639327,5.42,0.09,2,590,No,0,333.3333333,0.361917981,Rejected
29,male,Associate,58546,7,MORTGAGE,20000,PERSONAL,0.009175,654.8690591,11.01,0.34,9,648,Yes,0,1666.666667,0.392921435,Rejected
33,female,Associate,30857,11,RENT,8500,DEBTCONSOLIDATION,0.011191667,288.1622376,13.43,0.28,6,557,No,1,708.3333333,0.406817277,Approved
23,male,Associate,76221,1,RENT,7500,HOMEIMPROVEMENT,0.009975,248.9998728,11.97,0.1,4,579,No,1,625.0,0.398399797,Approved
31,male,Master,29406,5,RENT,5000,DEBTCONSOLIDATION,0.009158333,163.6699084,10.99,0.17,6,618,No,1,416.6666667,0.39280778,Approved
35,male,Master,80381,10,MORTGAGE,3000,VENTURE,0.005025,91.30659705,6.03,0.04,7,680,No,0,250.0,0.365226388,Rejected
22,male,Associate,90951,1,MORTGAGE,6000,DEBTCONSOLIDATION,0.00645,187.2993654,7.74,0.07,4,552,Yes,0,500.0,0.374598731,Rejected
26,male,Master,71811,0,MORTGAGE,6400,PERSONAL,0.007191667,202.4179827,8.63,0.09,3,677,Yes,0,533.3333333,0.379533718,Rejected
23,male,Associate,66400,0,MORTGAGE,12000,MEDICAL,0.013016667,419.6365731,15.62,0.18,3,645,No,1,1000.0,0.419636573,Approved
30,male,Bachelor,97259,4,MORTGAGE,11000,HOMEIMPROVEMENT,0.009175,360.1779825,11.01,0.11,6,673,Yes,0,916.6666667,0.392921435,Rejected
24,male,Bachelor,37999,1,RENT,13500,VENTURE,0.011191667,457.6694362,13.43,0.36,4,646,No,1,1125.0,0.406817277,Approved
25,female,Associate,79049,4,RENT,18000,VENTURE,0.009175,589.3821532,11.01,0.23,3,536,Yes,0,1500.0,0.392921435,Rejected
28,male,Bachelor,96054,3,MORTGAGE,11869,HOMEIMPROVEMENT,0.010708333,399.0565277,12.85,0.12,5,583,No,0,989.0833333,0.403460977,Rejected
28,female,Associate,73137,6,RENT,19200,DEBTCONSOLIDATION,0.006566667,600.5959029,7.88,0.26,8,571,No,1,1600.0,0.375372439,Approved
27,male,Associate,156761,4,MORTGAGE,12800,VENTURE,0.012366667,442.7139471,14.84,0.08,7,579,No,1,1066.666667,0.415044325,Approved
